date,country,totdea_mean,population
2020-03-04,United States,0.008761259135655685,331002651
2020-03-05,United States,0.009969708671608192,331002651
2020-03-06,United States,0.011782382975536954,331002651
2020-03-07,United States,0.012084495359525082,331002651
2020-03-08,United States,0.014199282047441971,331002651
2020-03-09,United States,0.01540773158339448,331002651
2020-03-10,United States,0.016918293503335114,331002651
2020-03-11,United States,0.01842885542327575,331002651
2020-03-12,United States,0.020241529727204513,331002651
2020-03-13,United States,0.021449979263157018,331002651
2020-03-14,United States,0.025075327871014547,331002651
2020-03-15,United States,0.029909126014824577,331002651
2020-03-16,United States,0.038368272766492136,331002651
2020-03-17,United States,0.04712953190214782,331002651
2020-03-18,United States,0.05649501580577975,331002651
2020-03-19,United States,0.08096611890881805,331002651
2020-03-20,United States,0.10211398578798693,331002651
2020-03-21,United States,0.12718931365900146,331002651
2020-03-22,United States,0.16163012543364796,331002651
2020-03-23,United States,0.19939417343216384,331002651
2020-03-24,United States,0.26072298738175365,331002651
2020-03-25,United States,0.3431996682105123,331002651
2020-03-26,United States,0.43504183294290294,331002651
2020-03-27,United States,0.5631374837538687,331002651
2020-03-28,United States,0.7308098568672793,331002651
2020-03-29,United States,0.8691773287338413,331002651
2020-03-30,United States,1.0564870068064802,331002651
2020-03-31,United States,1.3703817737701443,331002651
2020-04-01,United States,1.6927356874854758,331002651
2020-04-02,United States,2.058593784495098,331002651
2020-04-03,United States,2.511762360477288,331002651
2020-04-04,United States,2.9912147138664458,331002651
2020-04-05,United States,3.3845650378189873,331002651
2020-04-06,United States,3.7395470890050366,331002651
2020-04-07,United States,4.428363324497966,331002651
2020-04-08,United States,5.0893852206639885,331002651
2020-04-09,United States,5.7259360137269715,331002651
2020-04-10,United States,6.365810043013825,331002651
2020-04-11,United States,6.999641824620915,331002651
2020-04-12,United States,7.531963845207995,331002651
2020-04-13,United States,8.061566854339182,331002651
2020-04-14,United States,8.881499864482958,331002651
2020-04-15,United States,9.669711074307981,331002651
2020-04-16,United States,10.354297736425078,331002651
2020-04-17,United States,11.062751276877236,331002651
2020-04-18,United States,11.652776762806047,331002651
2020-04-19,United States,12.218633258015808,331002651
2020-04-20,United States,12.751861615754853,331002651
2020-04-21,United States,13.485692596462014,331002651
2020-04-22,United States,14.227076386768879,331002651
2020-04-23,United States,14.958188356020147,331002651
2020-04-24,United States,15.554256089628721,331002651
2020-04-25,United States,16.124644270598303,331002651
2020-04-26,United States,16.527964303222454,331002651
2020-04-27,United States,16.98928991357232,331002651
2020-04-28,United States,17.68686740820091,331002651
2020-04-29,United States,18.480818753321707,331002651
2020-04-30,United States,19.124318131216416,331002651
2020-05-01,United States,19.686549277818322,331002651
2020-05-02,United States,20.037301755628537,331002651
2020-05-03,United States,20.4962104669065,331002651
2020-05-04,United States,20.9058748595944,331002651
2020-05-05,United States,21.58502349879971,331002651
2020-05-06,United States,22.33244953678634,331002651
2020-05-07,United States,22.90465039205985,331002651
2020-05-08,United States,23.404344275176214,331002651
2020-05-09,United States,23.841198782423046,331002651
2020-05-10,United States,23.998901446864846,331002651
2020-05-11,United States,24.425786245440072,331002651
2020-05-12,United States,24.929105477164292,331002651
2020-05-13,United States,25.457802149143514,331002651
2020-05-14,United States,25.990728394498568,331002651
2020-05-15,United States,26.486494816623086,331002651
2020-05-16,United States,26.85054023932878,331002651
2020-05-17,United States,26.9747084291479,331002651
2020-05-18,United States,27.344796099533355,331002651
2020-05-19,United States,27.813674519482923,331002651
2020-05-20,United States,28.266843095465116,331002651
2020-05-21,United States,28.654151171737894,331002651
2020-05-22,United States,29.03602122509889,331002651
2020-05-23,United States,29.373480758013624,331002651
2020-05-24,United States,29.41970395276381,331002651
2020-05-25,United States,29.57106225714186,331002651
2020-05-26,United States,29.931482331239696,331002651
2020-05-27,United States,30.37770232239016,331002651
2020-05-28,United States,30.73751817172002,331002651
2020-05-29,United States,31.100959369657737,331002651
2020-05-30,United States,31.385549235374555,331002651
2020-05-31,United States,31.545064574120286,331002651
2020-06-01,United States,31.769231963039473,331002651
2020-06-02,United States,32.07678236993939,331002651
2020-06-03,United States,32.37224828147978,331002651
2020-06-04,United States,32.69067473420326,331002651
2020-06-05,United States,32.959554755952695,331002651
2020-06-06,United States,33.10487081265098,331002651
2020-06-07,United States,33.25351010557314,331002651
2020-06-08,United States,33.302361678064024,331002651
2020-06-09,United States,33.52788857271116,331002651
2020-06-10,United States,33.749578640081644,331002651
2020-06-11,United States,33.967462091413886,331002651
2020-06-12,United States,34.18162956042307,331002651
2020-06-13,United States,34.39223210330119,331002651
2020-06-14,United States,34.599450987478654,331002651
2020-06-15,United States,34.80346748038583,331002651
2020-06-16,United States,35.00461390564512,331002651
2020-06-17,United States,35.20301110821012,331002651
2020-06-18,United States,35.39884035551123,331002651
2020-06-19,United States,35.59210164754844,331002651
2020-06-20,United States,35.78282519556014,331002651
2020-06-21,United States,35.97098078830794,331002651
2020-06-22,United States,36.15641736959986,331002651
2020-06-23,United States,36.33907451695908,331002651
2020-06-24,United States,36.518831385432016,331002651
2020-06-25,United States,36.695627552541865,331002651
2020-06-26,United States,36.869463018288634,331002651
2020-06-27,United States,37.04039820514912,331002651
2020-06-28,United States,37.20852374683851,331002651
2020-06-29,United States,37.37390006583361,331002651
2020-06-30,United States,37.53649695089602,331002651
2020-07-01,United States,37.696374824502534,331002651
2020-07-02,United States,37.853533686653165,331002651
2020-07-03,United States,38.00800374858629,331002651
2020-07-04,United States,38.159966277732316,331002651
2020-07-05,United States,38.30960254152164,331002651
2020-07-06,United States,38.457033384907845,331002651
2020-07-07,United States,38.60228901912934,331002651
2020-07-08,United States,38.745520500378106,331002651
2020-07-09,United States,38.886758039892555,331002651
2020-07-10,United States,39.026001637672685,331002651
2020-07-11,United States,39.16343256114889,331002651
2020-07-12,United States,39.29908102155955,331002651
2020-07-13,United States,39.43303765261989,331002651
2020-07-14,United States,39.56539308804509,331002651
2020-07-15,United States,39.696177539073545,331002651
2020-07-16,United States,39.82545142818206,331002651
2020-07-17,United States,39.95327517784744,331002651
2020-07-18,United States,40.079709210546476,331002651
2020-07-19,United States,40.20484415999436,331002651
2020-07-20,United States,40.32877065990628,331002651
2020-07-21,United States,40.451518921520666,331002651
2020-07-22,United States,40.57314936731429,331002651
2020-07-23,United States,40.693722419763944,331002651
2020-07-24,United States,40.81326829010804,331002651
2020-07-25,United States,40.931847400823386,331002651
2020-07-26,United States,41.049580596863564,331002651
2020-07-27,United States,41.166467878228566,331002651
2020-07-28,United States,41.2825998786336,331002651
2020-07-29,United States,41.39800680931706,331002651
2020-07-30,United States,41.51274909275575,331002651
2020-07-31,United States,41.62685694018807,331002651
2020-03-04,Brazil,0.0,212559417
2020-03-05,Brazil,0.0,212559417
2020-03-06,Brazil,0.0,212559417
2020-03-07,Brazil,0.0,212559417
2020-03-08,Brazil,0.0,212559417
2020-03-09,Brazil,0.0,212559417
2020-03-10,Brazil,0.0,212559417
2020-03-11,Brazil,0.0,212559417
2020-03-12,Brazil,0.0,212559417
2020-03-13,Brazil,0.0,212559417
2020-03-14,Brazil,0.0,212559417
2020-03-15,Brazil,0.0,212559417
2020-03-16,Brazil,0.0,212559417
2020-03-17,Brazil,0.00047045669117543726,212559417
2020-03-18,Brazil,0.001881826764701749,212559417
2020-03-19,Brazil,0.002822740147052624,212559417
2020-03-20,Brazil,0.00517502360292981,212559417
2020-03-21,Brazil,0.008468220441157871,212559417
2020-03-22,Brazil,0.011761417279385932,212559417
2020-03-23,Brazil,0.01599552749996487,212559417
2020-03-24,Brazil,0.021641007794070116,212559417
2020-03-25,Brazil,0.026816031396999927,212559417
2020-03-26,Brazil,0.03622516522050868,212559417
2020-03-27,Brazil,0.04328201558814023,212559417
2020-03-28,Brazil,0.05363206279399985,212559417
2020-03-29,Brazil,0.06398210999985948,212559417
2020-03-30,Brazil,0.07480261389689453,212559417
2020-03-31,Brazil,0.0945617949262629,212559417
2020-04-01,Brazil,0.11338006257328039,212559417
2020-04-02,Brazil,0.14066655066145575,212559417
2020-04-03,Brazil,0.168893952131982,212559417
2020-04-04,Brazil,0.20323729058778892,212559417
2020-04-05,Brazil,0.22864195191126252,212559417
2020-04-06,Brazil,0.26016255022001683,212559417
2020-04-07,Brazil,0.3133241563228413,212559417
2020-04-08,Brazil,0.37636535294034984,212559417
2020-04-09,Brazil,0.4426997463960865,212559417
2020-04-10,Brazil,0.49680226588126186,212559417
2020-04-11,Brazil,0.5287933208811916,212559417
2020-04-12,Brazil,0.5753685333075598,212559417
2020-04-13,Brazil,0.6247664858809807,212559417
2020-04-14,Brazil,0.72073965088077,212559417
2020-04-15,Brazil,0.8167128158805591,212559417
2020-04-16,Brazil,0.9051586738215414,212559417
2020-04-17,Brazil,1.0072477758066114,212559417
2020-04-18,Brazil,1.1041618541887515,212559417
2020-04-19,Brazil,1.1582643736739267,212559417
2020-04-20,Brazil,1.211425979776751,212559417
2020-04-21,Brazil,1.2895217905118737,212559417
2020-04-22,Brazil,1.367147144555821,212559417
2020-04-23,Brazil,1.558623017864224,212559417
2020-04-24,Brazil,1.726576056613855,212559417
2020-04-25,Brazil,1.8893540717605561,212559417
2020-04-26,Brazil,1.9782703863927138,212559417
2020-04-27,Brazil,2.1372847480100114,212559417
2020-04-28,Brazil,2.360281219627169,212559417
2020-04-29,Brazil,2.5715162739649404,212559417
2020-04-30,Brazil,2.7761649346262556,212559417
2020-05-01,Brazil,2.977520398449343,212559417
2020-05-02,Brazil,3.1633507914636403,212559417
2020-05-03,Brazil,3.3049582555074473,212559417
2020-05-04,Brazil,3.4442134360953767,212559417
2020-05-05,Brazil,3.7264874508006387,212559417
2020-05-06,Brazil,4.0153478591823575,212559417
2020-05-07,Brazil,4.302796897490549,212559417
2020-05-08,Brazil,4.655168959180952,212559417
2020-05-09,Brazil,4.999543257121372,212559417
2020-05-10,Brazil,5.232889775944389,212559417
2020-05-11,Brazil,5.419190625649863,212559417
2020-05-12,Brazil,5.833662970575423,212559417
2020-05-13,Brazil,6.186035032265824,212559417
2020-05-14,Brazil,6.583100479617895,212559417
2020-05-15,Brazil,6.970756793146454,212559417
2020-05-16,Brazil,7.354649453145611,212559417
2020-05-17,Brazil,7.582820948365699,212559417
2020-05-18,Brazil,7.8999087582179435,212559417
2020-05-19,Brazil,8.454577197113784,212559417
2020-05-20,Brazil,8.872342738877572,212559417
2020-05-21,Brazil,9.431245287993992,212559417
2020-05-22,Brazil,9.901231522478254,212559417
2020-05-23,Brazil,10.356163142844903,212559417
2020-05-24,Brazil,10.663371362182462,212559417
2020-05-25,Brazil,11.04302991196104,212559417
2020-05-26,Brazil,11.53183441409232,212559417
2020-05-27,Brazil,12.042750380708844,212559417
2020-05-28,Brazil,12.586598315707649,212559417
2020-05-29,Brazil,13.115391636588843,212559417
2020-05-30,Brazil,13.56514823335256,212559417
2020-05-31,Brazil,13.790967445116769,212559417
2020-06-01,Brazil,14.084061963719067,212559417
2020-06-02,Brazil,14.677778307982468,212559417
2020-06-03,Brazil,14.880324027234229,212559417
2020-06-04,Brazil,15.314381484213422,212559417
2020-06-05,Brazil,15.752329618028638,212559417
2020-06-06,Brazil,16.195890300169577,212559417
2020-06-07,Brazil,16.646639560551673,212559417
2020-06-08,Brazil,17.105946428146254,212559417
2020-06-09,Brazil,17.57488824877611,212559417
2020-06-10,Brazil,18.05426479881623,212559417
2020-06-11,Brazil,18.54467826283133,212559417
2020-06-12,Brazil,19.04671200711846,212559417
2020-06-13,Brazil,19.560982329943066,212559417
2020-06-14,Brazil,20.08811493870441,212559417
2020-06-15,Brazil,20.628509721589985,212559417
2020-06-16,Brazil,21.182298406473333,212559417
2020-06-17,Brazil,21.749311628945616,212559417
2020-06-18,Brazil,22.329069523181843,212559417
2020-06-19,Brazil,22.92106399595554,212559417
2020-06-20,Brazil,23.525031591519653,212559417
2020-06-21,Brazil,24.140925264205066,212559417
2020-06-22,Brazil,24.768777945980162,212559417
2020-06-23,Brazil,25.408707251017724,212559417
2020-06-24,Brazil,26.060962521364086,212559417
2020-06-25,Brazil,26.725746053396445,212559417
2020-06-26,Brazil,27.40315193845305,212559417
2020-06-27,Brazil,28.093278972439034,212559417
2020-06-28,Brazil,28.796588202911757,212559417
2020-06-29,Brazil,29.513997020419,212559417
2020-06-30,Brazil,30.246531020547536,212559417
2020-07-01,Brazil,30.99533811762383,212559417
2020-07-02,Brazil,31.761735590383182,212559417
2020-07-03,Brazil,32.54686664858513,212559417
2020-07-04,Brazil,33.351691023879695,212559417
2020-07-05,Brazil,34.177243720987434,212559417
2020-07-06,Brazil,35.02464913140028,212559417
2020-07-07,Brazil,35.89510221511381,212559417
2020-07-08,Brazil,36.7898732051942,212559417
2020-07-09,Brazil,37.71033583517968,212559417
2020-07-10,Brazil,38.657981452781264,212559417
2020-07-11,Brazil,39.63442842901663,212559417
2020-07-12,Brazil,40.64137040797397,212559417
2020-07-13,Brazil,41.68060453421361,212559417
2020-07-14,Brazil,42.754036157334774,212559417
2020-07-15,Brazil,43.86368824110954,212559417
2020-07-16,Brazil,45.0117201817504,212559417
2020-07-17,Brazil,46.20044192161103,212559417
2020-07-18,Brazil,47.43233747202082,212559417
2020-07-19,Brazil,48.71009784525331,212559417
2020-07-20,Brazil,50.03650344035334,212559417
2020-07-21,Brazil,51.4145181344753,212559417
2020-07-22,Brazil,52.8472939874501,212559417
2020-07-23,Brazil,54.33817124178506,212559417
2020-07-24,Brazil,55.890584231325775,212559417
2020-07-25,Brazil,57.508155472594275,212559417
2020-07-26,Brazil,59.19446043644352,212559417
2020-07-27,Brazil,60.95330982207201,212559417
2020-07-28,Brazil,62.78842023734005,212559417
2020-07-29,Brazil,64.70360238144613,212559417
2020-07-30,Brazil,66.70257286225056,212559417
2020-07-31,Brazil,68.78914237895185,212559417
2020-03-04,Japan,0.004743965756600353,126476461
2020-03-05,Japan,0.004743965756600353,126476461
2020-03-06,Japan,0.004743965756600353,126476461
2020-03-07,Japan,0.004743965756600353,126476461
2020-03-08,Japan,0.005534626716033744,126476461
2020-03-09,Japan,0.007115948634900528,126476461
2020-03-10,Japan,0.009487931513200706,126476461
2020-03-11,Japan,0.011859914391500881,126476461
2020-03-12,Japan,0.015022558229234451,126476461
2020-03-13,Japan,0.016603880148101234,126476461
2020-03-14,Japan,0.017394541107534627,126476461
2020-03-15,Japan,0.01897586302640141,126476461
2020-03-16,Japan,0.022138506864134978,126476461
2020-03-17,Japan,0.022929167823568374,126476461
2020-03-18,Japan,0.024510489742435155,126476461
2020-03-19,Japan,0.026091811661301936,126476461
2020-03-20,Japan,0.027673133580168725,126476461
2020-03-21,Japan,0.028463794539602114,126476461
2020-03-22,Japan,0.032417099336769076,126476461
2020-03-23,Japan,0.03320776029620247,126476461
2020-03-24,Japan,0.03399842125563586,126476461
2020-03-25,Japan,0.035579743174502645,126476461
2020-03-26,Japan,0.03637040413393604,126476461
2020-03-27,Japan,0.038742387012236215,126476461
2020-03-28,Japan,0.04111436989053639,126476461
2020-03-29,Japan,0.04269569180940317,126476461
2020-03-30,Japan,0.044277013728269955,126476461
2020-03-31,Japan,0.04506767468770335,126476461
2020-04-01,Japan,0.047439657566003525,126476461
2020-04-02,Japan,0.0498116404443037,126476461
2020-04-03,Japan,0.05455560620090406,126476461
2020-04-04,Japan,0.05534626716033745,126476461
2020-04-05,Japan,0.05771825003863762,126476461
2020-04-06,Japan,0.06325287675467137,126476461
2020-04-07,Japan,0.06404353771410476,126476461
2020-04-08,Japan,0.06720618155183833,126476461
2020-04-09,Japan,0.0695781644301385,126476461
2020-04-10,Japan,0.07432213018673886,126476461
2020-04-11,Japan,0.07748477402447243,126476461
2020-04-12,Japan,0.080647417862206,126476461
2020-04-13,Japan,0.10436724664520775,126476461
2020-04-14,Japan,0.11622716103670865,126476461
2020-04-15,Japan,0.13441236310367666,126476461
2020-04-16,Japan,0.14627227749517754,126476461
2020-04-17,Japan,0.15655086996781165,126476461
2020-04-18,Japan,0.16603880148101235,126476461
2020-04-19,Japan,0.17631739395364646,126476461
2020-04-20,Japan,0.1929212741017477,126476461
2020-04-21,Japan,0.21901308576304962,126476461
2020-04-22,Japan,0.22691969535738352,126476461
2020-04-23,Japan,0.25063952414038526,126476461
2020-04-24,Japan,0.26408076045075296,126476461
2020-04-25,Japan,0.27515001388282045,126476461
2020-04-26,Japan,0.27752199676112066,126476461
2020-04-27,Japan,0.29728852074695544,126476461
2020-04-28,Japan,0.3075671132195895,126476461
2020-04-29,Japan,0.3281242981648577,126476461
2020-04-30,Japan,0.34156553447522536,126476461
2020-05-01,Japan,0.36212271942049357,126476461
2020-05-02,Japan,0.38900519204122896,126476461
2020-05-03,Japan,0.40323708931103,126476461
2020-05-04,Japan,0.4119343598647973,126476461
2020-05-05,Japan,0.4293289009723319,126476461
2020-05-06,Japan,0.43565418864779903,126476461
2020-05-07,Japan,0.4403981544043994,126476461
2020-05-08,Japan,0.4743965756600353,126476461
2020-05-09,Japan,0.4846751681326693,126476461
2020-05-10,Japan,0.49100045580813656,126476461
2020-05-11,Japan,0.5083949969156711,126476461
2020-05-12,Japan,0.5281615209015059,126476461
2020-05-13,Japan,0.5431840791307404,126476461
2020-05-14,Japan,0.5613692811977085,126476461
2020-05-15,Japan,0.5732291955892093,126476461
2020-05-16,Japan,0.5882517538184437,126476461
2020-05-17,Japan,0.5945770414939109,126476461
2020-05-18,Japan,0.6032743120476781,126476461
2020-05-19,Japan,0.6095995997231453,126476461
2020-05-20,Japan,0.6143435654797457,126476461
2020-05-21,Japan,0.6293661237089802,126476461
2020-05-22,Japan,0.6388540552221808,126476461
2020-05-23,Japan,0.6483419867353816,126476461
2020-05-24,Japan,0.6562485963297154,126476461
2020-05-25,Japan,0.6688991716806497,126476461
2020-05-26,Japan,0.6783871031938504,126476461
2020-05-27,Japan,0.6855030518287509,126476461
2020-05-28,Japan,0.6910376785447847,126476461
2020-05-29,Japan,0.7005256100579854,126476461
2020-05-30,Japan,0.7044789148551523,126476461
2020-05-31,Japan,0.7052695758145858,126476461
2020-06-01,Japan,0.7068508977334526,126476461
2020-06-02,Japan,0.7115948634900529,126476461
2020-06-03,Japan,0.7164864456477795,126476461
2020-06-04,Japan,0.7236646983662833,126476461
2020-06-05,Japan,0.7309387791930706,126476461
2020-06-06,Japan,0.738280935928465,126476461
2020-06-07,Japan,0.7456551144327165,126476461
2020-06-08,Japan,0.7530189352783994,126476461
2020-06-09,Japan,0.7603262238654828,126476461
2020-06-10,Japan,0.7675286708093453,126476461
2020-06-11,Japan,0.7745925939531151,126476461
2020-06-12,Japan,0.78150146848274,126476461
2020-06-13,Japan,0.7882394811790315,126476461
2020-06-14,Japan,0.7947890003025939,126476461
2020-06-15,Japan,0.8011308918582091,126476461
2020-06-16,Japan,0.8072482357013452,126476461
2020-06-17,Japan,0.8131291719176107,126476461
2020-06-18,Japan,0.8187657938974116,126476461
2020-06-19,Japan,0.8241596829626661,126476461
2020-06-20,Japan,0.8293195363839284,126476461
2020-06-21,Japan,0.8342587953975088,126476461
2020-06-22,Japan,0.8389924825616364,126476461
2020-06-23,Japan,0.8435387830783784,126476461
2020-06-24,Japan,0.8479166728107611,126476461
2020-06-25,Japan,0.8521348490293383,126476461
2020-06-26,Japan,0.8561956837169882,126476461
2020-06-27,Japan,0.8601047115004269,126476461
2020-06-28,Japan,0.8638674670063703,126476461
2020-06-29,Japan,0.8674902755224942,126476461
2020-06-30,Japan,0.8709786716755143,126476461
2020-07-01,Japan,0.8743358181092685,126476461
2020-07-02,Japan,0.8775672494504729,126476461
2020-07-03,Japan,0.8806769190039243,126476461
2020-07-04,Japan,0.8836703613963391,126476461
2020-07-05,Japan,0.8865523205934739,126476461
2020-07-06,Japan,0.8893275405610851,126476461
2020-07-07,Japan,0.8920007652649294,126476461
2020-07-08,Japan,0.8945743666878853,126476461
2020-07-09,Japan,0.8970522981347494,126476461
2020-07-10,Japan,0.8994385129103194,126476461
2020-07-11,Japan,0.9017361736584327,126476461
2020-07-12,Japan,0.9039500243448462,126476461
2020-07-13,Japan,0.9060832276133974,126476461
2020-07-14,Japan,0.9081389461079243,126476461
2020-07-15,Japan,0.9101203424722644,126476461
2020-07-16,Japan,0.9120297886892961,126476461
2020-07-17,Japan,0.9138696567418976,126476461
2020-07-18,Japan,0.915643899934866,126476461
2020-07-19,Japan,0.9173548902510801,126476461
2020-07-20,Japan,0.9190049996734175,126476461
2020-07-21,Japan,0.9205981815066756,126476461
2020-07-22,Japan,0.922134435750855,126476461
2020-07-23,Japan,0.9236177157107519,126476461
2020-07-24,Japan,0.9250496027082858,126476461
2020-07-25,Japan,0.9264316780653754,126476461
2020-07-26,Japan,0.9277663137648988,126476461
2020-07-27,Japan,0.9290558817897347,126476461
2020-07-28,Japan,0.9303027541227613,126476461
2020-07-29,Japan,0.9315077214249377,126476461
2020-07-30,Japan,0.9326723650181833,126476461
2020-07-31,Japan,0.9337990568853757,126476461
2020-03-04,Philippines,0.0009125663100339275,109581078
2020-03-05,Philippines,0.0009125663100339275,109581078
2020-03-06,Philippines,0.0009125663100339275,109581078
2020-03-07,Philippines,0.0009125663100339275,109581078
2020-03-08,Philippines,0.0009125663100339275,109581078
2020-03-09,Philippines,0.0009125663100339275,109581078
2020-03-10,Philippines,0.0009125663100339275,109581078
2020-03-11,Philippines,0.0009125663100339275,109581078
2020-03-12,Philippines,0.001825132620067855,109581078
2020-03-13,Philippines,0.004562831550169638,109581078
2020-03-14,Philippines,0.00730053048027142,109581078
2020-03-15,Philippines,0.010038229410373203,109581078
2020-03-16,Philippines,0.01095079572040713,109581078
2020-03-17,Philippines,0.01095079572040713,109581078
2020-03-18,Philippines,0.017338759890644623,109581078
2020-03-19,Philippines,0.015513627270576768,109581078
2020-03-20,Philippines,0.016426193580610697,109581078
2020-03-21,Philippines,0.017338759890644623,109581078
2020-03-22,Philippines,0.02281415775084819,109581078
2020-03-23,Philippines,0.030114688231119607,109581078
2020-03-24,Philippines,0.03193982085118746,109581078
2020-03-25,Philippines,0.034677519781289246,109581078
2020-03-26,Philippines,0.04106548395152674,109581078
2020-03-27,Philippines,0.04927858074183209,109581078
2020-03-28,Philippines,0.06205450908230707,109581078
2020-03-29,Philippines,0.06479220801240886,109581078
2020-03-30,Philippines,0.07118017218264636,109581078
2020-03-31,Philippines,0.08030583528298563,109581078
2020-04-01,Philippines,0.08760636576325705,109581078
2020-04-02,Philippines,0.09764459517363025,109581078
2020-04-03,Philippines,0.12410901816461414,109581078
2020-04-04,Philippines,0.13140954864488558,109581078
2020-04-05,Philippines,0.13871007912515698,109581078
2020-04-06,Philippines,0.1487483085355302,109581078
2020-04-07,Philippines,0.16152423687600517,109581078
2020-04-08,Philippines,0.16608706842617482,109581078
2020-04-09,Philippines,0.1852509609368873,109581078
